#Time (S)	Lockin (mV)	Temp (V)
348.84	2.209946	1.067505
349.36	2.222626	1.067123
349.88	2.238190	1.067505
350.40	2.254623	1.068001
350.92	2.266022	1.067734
351.44	2.281586	1.065254
351.96	2.291702	1.063843
352.48	2.306992	1.067352
353.00	2.311707	1.068153
353.52	2.326950	1.067123
354.04	2.337845	1.064186
354.56	2.352859	1.063080
355.08	2.367874	1.065292
355.60	2.383942	1.065941
356.12	2.391083	1.062622
#356.64	1.177139	1.061440
#357.16	-0.000504	1.063156
#357.69	1.689926	1.062393
#358.21	2.521179	1.061668
