Time (S)	Lockin (mV)	Temp (V)
974.01	0.299291	0.720395
975.54	0.296361	0.717966
977.07	0.297903	0.719161
978.60	0.290347	0.718789
980.12	0.300216	0.717324
981.65	0.304533	0.717259
983.18	0.302683	0.716694
984.71	0.297132	0.715576
986.24	0.305150	0.715833
987.76	0.304379	0.714882
989.29	0.306384	0.714394
990.82	0.307926	0.714445
992.35	0.304687	0.712312
993.88	0.304379	0.711451
995.40	0.304071	0.712518
996.93	0.308851	0.711708
998.46	0.304842	0.710269
999.99	0.306692	0.709678
1001.52	0.301912	0.708393
1003.04	0.308851	0.708547
1004.57	0.312551	0.708522
1006.10	0.304071	0.706530
1007.63	0.312860	0.706710
1009.16	0.306075	0.704937
1010.68	0.309468	0.705528
1012.21	0.303608	0.704821
1013.74	0.301912	0.703780
1015.27	0.312397	0.702984
1016.80	0.301758	0.703009
1018.32	0.309776	0.702097
1019.85	0.311780	0.699399
1021.38	0.317948	0.700619
1022.91	0.315789	0.699373
1024.44	0.315019	0.699604
1025.96	0.321032	0.700003
1027.49	0.315481	0.697805
1029.02	0.313322	0.697985
1030.55	0.311935	0.697664
1032.08	0.315789	0.697034
1033.60	0.317486	0.697034
1035.13	0.317640	0.696405
1036.66	0.310855	0.694593
1038.19	0.317023	0.693950
1039.72	0.319336	0.693809
1041.24	0.317177	0.692768
1042.77	0.322882	0.693488
1044.30	0.321649	0.692280
1045.83	0.320415	0.691984
1047.36	0.323345	0.692113
1048.88	0.322420	0.689517
1050.41	0.321032	0.690237
1051.94	0.320415	0.689929
1053.47	0.325966	0.688412
1055.00	0.327817	0.687873
1056.52	0.316560	0.688618
1058.05	0.318873	0.686588
1059.58	0.321340	0.686382
1061.11	0.317331	0.684506
1062.64	0.314402	0.685611
1064.16	0.320878	0.684673
1065.69	0.331363	0.683144
1067.22	0.325350	0.683221
1068.75	0.322111	0.684172
1070.28	0.317486	0.682283
1071.80	0.089433	0.682964
1073.33	-0.008326	0.682245
1074.86	-0.016961	0.680754
1076.39	-0.020045	0.681075
1077.92	-0.017424	0.679957
1079.44	-0.015574	0.679867
1080.97	-0.007401	0.678107
1082.50	-0.015111	0.677516
1084.03	1.924034	0.677644
1085.56	1.992033	0.677220
1087.08	1.271947	0.676308
1088.61	1.175884	0.677876
1090.14	0.684313	0.675293
1091.67	-0.356651	0.675190
1093.20	0.503752	0.674907
1094.72	-0.265676	0.673944
